License.Number,Facility.Name,address,Phone,Facility.Type,Permit.Type,latitude,longitude,Website
26002494,FAYETTEVILLE LEARNING ACADEMY,5401 MURCHISON  RD  FAYETTEVILLE NC 28311,(910) 600-7977,Center,Three Star Center License,35.11159168,-78.92787604,https://ncchildcare.ncdhhs.gov/childcaresearch
26001803,FAYETTEVILLE STATE UNIVERSITY EARLY CHILDHOOD LEAR,1200 MURCHINSON  RD  FAYETTEVILLE NC 28301,(910) 672-2452,Center,Five Star Center License,35.07156856,-78.89449471,https://ncchildcare.ncdhhs.gov/childcaresearch
7659004,FAYETTEVILLE STREET BAPTIST CHURCH DAY CARE,901 N FAYETTEVILLE  ST  ASHEBORO NC 27203,"
(336) 625-6409",Center,GS 110-106,35.71926657,-79.81028429,https://ncchildcare.ncdhhs.gov/childcaresearch
7755054,FAYETTEVILLE STREET HEAD START,105 FAYETTEVILLE  ST  HAMLET NC 28345,"
(910) 582-2366",Center,Five Star Center License,34.8827056,-79.68691795,https://ncchildcare.ncdhhs.gov/childcaresearch
39000119,FBC ACADEMY,108 MAIN  ST  CREEDMOOR NC 27522,"
(919) 529-1307",Center,GS 110-106,36.20027729,-78.72247591,https://ncchildcare.ncdhhs.gov/childcaresearch
32001495,FELLOWSHIP BAPTIST DAYCARE,450 MULDEE  ST  DURHAM NC 27703,(919) 596-9331,Center,GS 110-106,35.99482081,-78.86256137,https://ncchildcare.ncdhhs.gov/childcaresearch
2655292,FIRST ADVENTURE DAY CARE CENTER,1727 ROXIE AVE FAYETTEVILLE NC 28304,(910) 615-6656,Center,Four Star Center License,35.03001324,-78.93873573,https://ncchildcare.ncdhhs.gov/childcaresearch
9059002,FIRST ASSEMBLY DAY CARE #2,2500 ARNOLD DR MONROE NC 28110,(704) 635-7262,Center,GS 110-106,35.01341281,-80.58352257,https://ncchildcare.ncdhhs.gov/childcaresearch
2859000,FIRST ASSEMBLY OF GOD MINISTRIES,812 WINGINA AVE MANTEO NC 27954,"
(252) 473-2664",Center,Three Star Center License,35.91315388,-75.67466372,https://ncchildcare.ncdhhs.gov/childcaresearch
29000471,FIRST BAPTIST CHILD DEVELOPMENT CENTER,210 VILLAGE DR LEXINGTON NC 27292,"
(336) 249-8305",Center,Five Star Center License,35.80076486,-80.26066865,https://ncchildcare.ncdhhs.gov/childcaresearch
155041,FIRST BAPTIST CHILD DEVELOPMENT CENTER,400 S B RD  ST BURLINGTON NC 27215,"
(336) 228-6692",Center,Four Star Center License,36.09042549,-79.43470712,https://ncchildcare.ncdhhs.gov/childcaresearch
1151885,FIRST BAPTIST CHILD DEVELOPMENT CENTER,5 OAK  ST  ASHEVILLE NC 28801,"
(828) 252-3234",Center,Four Star Center License,35.59827832,-82.54786963,https://ncchildcare.ncdhhs.gov/childcaresearch
96000181,FIRST BAPTIST CHILD DEVELOPMENT CENTER,125 S JOHN ST GOLDSBORO NC 27530,"
(919) 735-8464",Center,Three Star Center License,35.38229282,-77.99568798,https://ncchildcare.ncdhhs.gov/childcaresearch
6055651,FIRST BAPTIST CHILD DEVELOPMENT CENTER,119 N OLD STATESVILLE   RD  HUNTERSVILLE NC28078,"
(704) 875-1520",Center,GS 110-106,35.41171455,-80.84309523,https://ncchildcare.ncdhhs.gov/childcaresearch
5950374,FIRST BAPTIST CHILDREN'S CENTER,206 LOGAN  ST  MARION NC 28752,(828) 652-3937,Center,Five Star Center License,35.68493807,-82.0108604,https://ncchildcare.ncdhhs.gov/childcaresearch
44000057,FIRST BAPTIST CHILDREN'S CENTER,100 S MAIN ST WAYNESVILLE NC 28786,"
(828) 456-1098",Center,Four Star Center License,35.48854941,-82.98874281,https://ncchildcare.ncdhhs.gov/childcaresearch
5555052,FIRST BAPTIST CHILDREN'S MINISTRY,201 ROBIN  RD  LINCOLNTON NC 28092,"
(704) 735-9572",Center,Five Star Center License,35.45871492,-81.24636694,https://ncchildcare.ncdhhs.gov/childcaresearch
33000503,FIRST BAPTIST CHURCH ACADEMY,605 N MAIN ST TARBORO NC 27886,(252) 823-0111,Center,GS 110-106,35.89932372,-77.53586873,https://ncchildcare.ncdhhs.gov/childcaresearch
2355013,FIRST BAPTIST CHURCH CHILD CARE,120 N LAFAYETTE  ST  SHELBY NC 28150,"
(704) 482-3460",Center,Five Star Center License,35.29211992,-81.54010082,https://ncchildcare.ncdhhs.gov/childcaresearch
250527,FIRST BAPTIST CHURCH CHILD DEVELOPMENT CENTER,321 W MAIN AVE TAYLORSVILLE NC 28681,"
(828) 632-7859",Center,Four Star Center License,35.92141753,-81.18061817,https://ncchildcare.ncdhhs.gov/childcaresearch
12000190,FIRST BAPTIST CHURCH CHILD DEVELOPMENT CENTER,500 FAET ST NW VALDESE NC 28690,(828) 874-0353,Center,Five Star Center License,35.74568961,-81.56349588,https://ncchildcare.ncdhhs.gov/childcaresearch
1854414,FIRST BAPTIST CHURCH CHILD DEVELOPMENT CENTER,339 2ND AVE NW HICKORY NC 28601,(828) 328-4122,Center,GS 110-106,35.73438456,-81.34311672,https://ncchildcare.ncdhhs.gov/childcaresearch
3451015,FIRST BAPTIST CHURCH CHILD DEVELOPMENT CENTER,401 OAKHURST  ST  KERNERSVILLE NC 27284,"
(336) 993-8371",Center,Five Star Center License,36.12107133,-80.08019082,https://ncchildcare.ncdhhs.gov/childcaresearch
95000002,FIRST BAPTIST CHURCH CHILD DEVELOPMENT CENTER,350 SUNSET DR BLOWING ROCK NC 28605,"
(828) 295-7716",Center,Three Star Center License,36.13280983,-81.67446813,https://ncchildcare.ncdhhs.gov/childcaresearch
36000161,FIRST BAPTIST CHURCH CHILDCARE MINISTRIES,2650 UNION RD GASTONIA NC 28054,(704) 865-9419,Center,Five Star Center License,35.22477138,-81.16890105,https://ncchildcare.ncdhhs.gov/childcaresearch
51000614,FIRST BAPTIST CHURCH OF CLAYTON C D C,411 N FAYETTEVILLE  ST  CLAYTON NC 27520,"
(919) 550-4018",Center,GS 110-106,35.65506529,-78.4575394,https://ncchildcare.ncdhhs.gov/childcaresearch
14000411,FIRST BAPTIST CHURCH OF LENOIR PRESCHOOL,304 MAIN  ST  NW LENOIR NC 28645,(828) 754-2952,Center,GS 110-106,35.91593371,-81.54041328,https://ncchildcare.ncdhhs.gov/childcaresearch
3650311,FIRST BAPTIST DAY CARE CENTER,409 OLD MT HOLLY  RD  STANLEY NC 28164,(704) 263-1166,Center,GS 110-106,35.35545981,-81.08769894,https://ncchildcare.ncdhhs.gov/childcaresearch
7855027,FIRST BAPTIST EARLY CHILDHOOD MINISTRY,606 N WALNUT  ST  LUMBERTON NC 28358,(910) 738-6608,Center,Four Star Center License,34.62089888,-79.00597986,https://ncchildcare.ncdhhs.gov/childcaresearch
1255119,FIRST BAPTIST PRESCHOOL & AFTERSCHOOL,502 W UNION  ST  MORGANTON NC 28655,"
(828) 433-1018",Center,Probationary License,35.74037954,-81.69387425,https://ncchildcare.ncdhhs.gov/childcaresearch
2955087,FIRST BAPTIST WELCOME LEARNING CENTER,404 WELCOME ARCADIA  RD  WELCOME NC 27374,"
(336) 731-2265",Center,GS 110-106,35.91212162,-80.25972205,https://ncchildcare.ncdhhs.gov/childcaresearch
32001643,FIRST CHRONICLES DAYCARE CENTER,712 LINWOOD AVE DURHAM NC 27701,(919) 688-7014,Center,Five Star Center License,35.98069769,-78.89684016,https://ncchildcare.ncdhhs.gov/childcaresearch
76000254,FIRST CHURCH OF GOD DAYSCHOOL,7009 WEANT RD ARCHDALE NC 27263,"
(336) 431-1336",Center,Five Star Center License,35.91507993,-79.93416481,https://ncchildcare.ncdhhs.gov/childcaresearch
49000540,FIRST CLASS PREPARATORY SCHOOL,219 W MILLS AVE MOORESVILLE NC 28115,(704) 664-0899,Center,Five Star Center License,35.57646696,-80.82108608,https://ncchildcare.ncdhhs.gov/childcaresearch
32001514,FIRST ENVIRONMENTS EARLY LEARNING CENTER,109 TW ALEXANDER DR RTP NC 27711,"
(919) 541-9452",Center,Five Star Center License,35.89854118,-78.87998182,https://ncchildcare.ncdhhs.gov/childcaresearch
28000118,FIRST FLIGHT ELEMENTARY ASEP,107 VETERANS DR KILL DEVIL HILLS NC 27948,"
(252) 489-8415",Center,Five Star Center License,36.00884258,-75.66434211,https://ncchildcare.ncdhhs.gov/childcaresearch
28000232,FIRST FLIGHT ELEMENTARY PRE-K,107 VETERANS DR KILL DEVIL HILLS NC 27948,"
(252) 441-1111",Center,Five Star Center License,36.00884258,-75.66434211,https://ncchildcare.ncdhhs.gov/childcaresearch
60004171,FIRST GRACE ACADEMY,2835 W SUGAR CREEK  RD  CHARLOTTE NC 28262,(980) 406-3858,Center,GS 110-106,35.3009915,-80.80213644,https://ncchildcare.ncdhhs.gov/childcaresearch
6355079,FIRST HEALTH CHILD DEVELOPMENT CENTER,100 MEMORIAL DR PINEHURST NC 28374,"
(910) 715-1845",Center,Five Star Center License,35.20764993,-79.45723849,https://ncchildcare.ncdhhs.gov/childcaresearch
7000214,FIRST METHODIST CHURCH WASHINGTON CHILD CARE,304 W SECOND  ST  WASHINGTON NC 27889,"
(252) 947-2836",Center,GS 110-106,35.54475046,-77.05758179,https://ncchildcare.ncdhhs.gov/childcaresearch
53000028,FIRST PRESBYTERIAN CHILD DEVELOPMENT CENTER,203 HAWKINS AVE SANFORD NC 27330,(919) 775-2822,Center,GS 110-106,35.48303269,-79.17819013,https://ncchildcare.ncdhhs.gov/childcaresearch
92001401,FIRST PRESBYTERIAN CHURCH CHILD DEV CTR,120 W HARGETT RALEIGH NC 27601,(919) 821-1845,Center,Four Star Center License,35.77837176,-78.64076748,https://ncchildcare.ncdhhs.gov/childcaresearch
7951185,FIRST PRESBYTERIAN CHURCH CHILD DEVELOPMENT CENTER,318 S MAIN  ST  REIDSVILLE NC 27320,"
(336) 349-3224",Center,Four Star Center License,36.35858981,-79.66599202,https://ncchildcare.ncdhhs.gov/childcaresearch
60001762,FIRST PRESBYTERIAN CHURCH SCHOOLS,200 W TRADE ST CHARLOTTE NC 28202,"
(704) 376-8302",Center,Five Star Center License,35.22821609,-80.84416264,https://ncchildcare.ncdhhs.gov/childcaresearch
3655227,FIRST PRESBYTERIAN DAY SCHOOL,102 S CENTRAL AVE BELMONT NC 28012,"
(704) 825-8225",Center,Five Star Center License,35.2382403,-81.0415027,https://ncchildcare.ncdhhs.gov/childcaresearch
3250526,FIRST PRESBYTERIAN DAY SCHOOL,305 E MAIN  ST  DURHAM NC 27701,(919) 688-8685,Center,Five Star Center License,35.99372589,-78.8982414,https://ncchildcare.ncdhhs.gov/childcaresearch
60001739,FIRST PRIORITIES HOME DAY CARE,2801 ROYAL RIDGE LN CHARLOTTE NC 28212,(704) 532-5192,Center,Three Star Center License,35.18384149,-80.7412212,https://ncchildcare.ncdhhs.gov/childcaresearch
85000130,FIRST STEP CHILD CARE,7384 NC HWY 8 S GERMANTON NC 27019,"
(336) 591-9151",Center,Three Star Center License,36.26729495,-80.22247546,https://ncchildcare.ncdhhs.gov/childcaresearch
26001236,FIRST STEPS CHILDCARE & LEARNING CENTER,3437 N MAIN ST HOPE MILLS NC 28348,(910) 423-4333,Center,Four Star Center License,34.97695205,-78.95256238,https://ncchildcare.ncdhhs.gov/childcaresearch
26001937,FIRST STEPS CHILDCARE & LEARNING CENTER - B,3437 N MAIN  ST  HOPE MILLS NC 28348,(910) 423-4333,Center,Five Star Center License,34.97695205,-78.95256238,https://ncchildcare.ncdhhs.gov/childcaresearch
23000504,"FIRST STEPS CHILDCARE DEVELOPMENT CENTER, LLC",800 S POST  RD  SHELBY NC 28152,(704) 406-9512,Center,Four Star Center License,35.26430847,-81.4983844,https://ncchildcare.ncdhhs.gov/childcaresearch
43000559,"FIRST STEPS LEARNING CENTER, INC.",942 JOEL JOHNSON RD LILLINGTON NC 27546,(910) 514-8774,Center,Five Star Center License,35.36399424,-78.8238561,https://ncchildcare.ncdhhs.gov/childcaresearch
60003956,FIRST STOP DAYCARE,3426 CENTRAL AVE CHARLOTTE NC 28205,(704) 347-0036,Center,Three Star Center License,35.21612839,-80.7868993,https://ncchildcare.ncdhhs.gov/childcaresearch
6050428,FIRST UNITED METHODIST CHILD DEVELOPMENT CENTER,501 N TRYON  ST  CHARLOTTE NC 28202,"
(704) 333-4882",Center,Five Star Center License,35.23033073,-80.83872477,https://ncchildcare.ncdhhs.gov/childcaresearch
8053483,FIRST UNITED METHODIST CHILD DEVELOPMENT CENTER,217 S CHURCH  ST  SALISBURY NC 28144,"
(704) 636-3121",Center,Five Star Center License,35.66724872,-80.47229369,https://ncchildcare.ncdhhs.gov/childcaresearch
5955005,FIRST UNITED METHODIST CHURCH EARLY CHILDHOOD ENR,176 ROBERT  ST  MARION NC 28752,(828) 652-9525,Center,Five Star Center License,35.6914079,-82.00466106,https://ncchildcare.ncdhhs.gov/childcaresearch
45000353,FIRST UNITED METHODIST CHURCH WEEKDAY SCHOOL,204 SIXTH AVE W HENDERSONVILLE NC 28739,"
(828) 692-6673",Center,GS 110-106,35.31842589,-82.46204,https://ncchildcare.ncdhhs.gov/childcaresearch
3655054,FIRST UNITED METHODIST DAY CARE CENTER,807 S POINT  RD  BELMONT NC 28012,(704) 825-4634,Center,GS 110-106,35.22586295,-81.03876184,https://ncchildcare.ncdhhs.gov/childcaresearch
4455008,FIRST UNITED METHODIST PRESCHOOL,566 S HAYWOOD  ST  WAYNESVILLE NC 28786,"
(828) 452-1773",Center,GS 110-106,35.48892522,-82.99046558,https://ncchildcare.ncdhhs.gov/childcaresearch
60000885,FIRST WARD ASEP,715 N CALDWELL  ST  CHARLOTTE NC 28202,(980) 343-5485,Center,Five Star Center License,35.22835822,-80.83258387,https://ncchildcare.ncdhhs.gov/childcaresearch
60001347,FIRST WARD CHILD DEVELOPMENT CENTER,600 E 7TH ST CHARLOTTE NC 28202,(704) 379-7924,Center,Five Star Center License,35.22516509,-80.83476215,https://ncchildcare.ncdhhs.gov/childcaresearch
3659015,FIRST WESLEYAN DAY CARE,208 S CHURCH  ST  GASTONIA NC 28054,"
(704) 865-9823",Center,GS 110-106,35.26219791,-81.16825845,https://ncchildcare.ncdhhs.gov/childcaresearch
13000578,FIRSTSTART KIDS ACADEMY,1009 UNION  ST  S CONCORD NC 28025,(704) 786-4198,Center,Four Star Center License,35.38534586,-80.55450967,https://ncchildcare.ncdhhs.gov/childcaresearch
82000286,FISHER DAYCARE INC.,218 S INGOLD AVE GARLAND NC 28441,(910) 529-1111,Center,Four Star Center License,34.78411451,-78.39687767,https://ncchildcare.ncdhhs.gov/childcaresearch
26002269,FISHER STREET HEAD START CENTER,510 FISHER  ST  FAYETTEVILLE NC 28301,"
(910) 487-9800",Center,Five Star Center License,35.03972231,-78.8731658,https://ncchildcare.ncdhhs.gov/childcaresearch
26002489,FLAMING SWORD DAYCARE - EARLY LEARNING CENTER #1,3252 LEGION  RD  HOPE MILLS NC 28348,(910) 764-3500,Center,GS 110-106,35.0018577,-78.91793745,https://ncchildcare.ncdhhs.gov/childcaresearch
26002490,FLAMING SWORD DAYCARE - EARLY LEARNING CENTER #2,818 BUIE AVE HOPE MILLS NC 28348,(910) 764-3500,Center,GS 110-106,35.00148565,-78.91894238,https://ncchildcare.ncdhhs.gov/childcaresearch
86000231,FLAT ROCK ELEMENTARY PRE-K SCHOOL READY,1539 E PINE  ST  MOUNT AIRY NC 27030,"
(336) 401-1475",Center,Five Star Center License,36.51262614,-80.56882505,https://ncchildcare.ncdhhs.gov/childcaresearch
41001280,FLORENCE ELEMENTARY ACES PROGRAM,7605 FLORENCE SCHOOL  RD  HIGH POINT NC 27265,"
(336) 819-2120",Center,Four Star Center License,36.0240608,-79.95718145,https://ncchildcare.ncdhhs.gov/childcaresearch
41002220,FLORENCE ELEMENTARY SCHOOL PRE-K,7605 FLORENCE SCHOOL  RD  HIGH POINT NC 27265,"
(336) 819-2120",Center,Five Star Center License,36.0240608,-79.95718145,https://ncchildcare.ncdhhs.gov/childcaresearch
5355044,FLOYD L KNIGHT SCHOOL-THE CHILDREN'S CENTER,607 W MCINTOSH  ST  SANFORD NC 27330,(919) 774-4634,Center,Five Star Center License,35.46396646,-79.16718568,https://ncchildcare.ncdhhs.gov/childcaresearch
26002447,FOCUS POINTE LEARNING ACADEMY,2968 CUMBERLAND  RD  FAYETTEVILLE NC 28306,(910) 352-7554,Center,Three Star Center License,35.01844547,-78.91826742,https://ncchildcare.ncdhhs.gov/childcaresearch
74000926,FOLLOW THE SON CHILD CARE CENTER 2,2539 STOKES  RD  GREENVILLE NC 27834,"
(252) 364-8872",Center,Five Star Center License,35.68437409,-77.46835557,https://ncchildcare.ncdhhs.gov/childcaresearch
74000866,"FOLLOW THE SON CHILD CARE CENTER, LLC",105 AIRPORT  RD  GREENVILLE NC 27834,"
(252) 756-1483",Center,Five Star Center License,35.63159647,-77.3736545,https://ncchildcare.ncdhhs.gov/childcaresearch
57000061,FOMA,193 FORE  RD  MARSHALL NC 28753,"
(828) 649-2707",Center,Four Star Center License,35.79833517,-82.65557005,https://ncchildcare.ncdhhs.gov/childcaresearch
18000431,"FOOTSTEPS CHILD CARE CENTER, LLC",5122 FLEETWOOD DR HICKORY NC 28602,(828) 294-0235,Center,Four Star Center License,35.6924071,-81.35915971,https://ncchildcare.ncdhhs.gov/childcaresearch
1055054,"FOR KIDS ONLY CHILD DEVELOPMENT CENTER, INC.",344 MULBERRY  RD  SHALLOTTE NC 28459,"
(910) 754-7777",Center,Five Star Center License,33.97963607,-78.38956157,https://ncchildcare.ncdhhs.gov/childcaresearch
25000614,FOR THE LOVE OF CHILDREN,314 EDWARDS AVE NEW BERN NC 28560,"
(252) 631-1790",Center,Four Star Center License,35.08375009,-77.02790934,https://ncchildcare.ncdhhs.gov/childcaresearch
99000060,FORBUSH OUT-OF- SCHOOL-TIME PROGRAM,1400 BLOOMTOWN  RD  E BEND NC 27018,"
(336) 551-1132",Center,Five Star Center License,36.12291395,-80.49612065,https://ncchildcare.ncdhhs.gov/childcaresearch
99000085,FORBUSH PRESCHOOL,1400 BLOOMTOWN  RD  E BEND NC 27018,"
(336) 699-8447",Center,Five Star Center License,36.12291395,-80.49612065,https://ncchildcare.ncdhhs.gov/childcaresearch
81000278,FOREST CITY-DUNBAR PRESCHOOL,286 LEARNING PARKWAY FOREST CITY NC 28043,"
(828) 245-4978",Center,Five Star Center License,35.3460497,-81.87587087,https://ncchildcare.ncdhhs.gov/childcaresearch
12000330,FOREST HILL PRE-K,304 ANN  ST  MORGANTON NC 28655,"
(828) 437-5906",Center,Five Star Center License,35.73287007,-81.7006684,https://ncchildcare.ncdhhs.gov/childcaresearch
34000880,FOREST PARK ELEMENTARY SCHOOL PRE-K PROGRAM,2019 MILFORD  ST  WINSTON-SALEM NC 27107,"
(336) 771-4532",Center,Five Star Center License,36.07177135,-80.21698019,https://ncchildcare.ncdhhs.gov/childcaresearch
32001473,FOREST VIEW SAC CLUB,3007 MT SINAI  RD  DURHAM NC 27705,(919) 560-3932,Center,Five Star Center License,35.98941242,-78.98879977,https://ncchildcare.ncdhhs.gov/childcaresearch
92003031,FORESTVILLE ROAD ELEMENTARY,100 LAWSON RIDGE  RD  KNIGHTDALE NC 27545,"
(919) 266-8487",Center,Five Star Center License,35.80749083,-78.48045799,https://ncchildcare.ncdhhs.gov/childcaresearch
47000120,"FOREVER KIDS PRESCHOOL & DAYCARE, INC",5073 ROCKFISH  RD  RAEFORD NC 28376,(910) 848-1808,Center,Five Star Center License,34.98858927,-79.10185382,https://ncchildcare.ncdhhs.gov/childcaresearch
47000148,FOREVER KIDS PRESCHOOL & SCHOOL AGE PROGRAM,5073 ROCKFISH  RD  RAEFORD NC 28376,(910) 848-1808,Center,Five Star Center License,34.98858927,-79.10185382,https://ncchildcare.ncdhhs.gov/childcaresearch
14000414,FOREVER YOUNG CHILD DEVELOPMENT CENTER,405 VANCE  ST  LENOIR NC 28645,(828) 726-3755,Center,Four Star Center License,35.91619924,-81.54439151,https://ncchildcare.ncdhhs.gov/childcaresearch
81000279,FORREST HUNT PRESCHOOL,100 FORREST HUNT DR FOREST CITY NC 28043,"
(828) 245-2161",Center,Five Star Center License,35.30022351,-81.85223366,https://ncchildcare.ncdhhs.gov/childcaresearch
60003576,FORRESTAL ACADEMY,14016 BOREN  ST  HUNTERSVILLE NC 28078,(704) 584-5100,Center,Five Star Center License,35.40377761,-80.86605551,https://ncchildcare.ncdhhs.gov/childcaresearch
36000632,Foundation of Life Childcare Center,1030 LOWER DALLAS HWY DALLAS NC 28034,(704) 922-1149,Center,Five Star Center License,35.30116126,-81.15919839,https://ncchildcare.ncdhhs.gov/childcaresearch
92002942,FOUNDATIONS ACADEMY,2823 SANDERFORD  RD  RALEIGH NC 27610,(919) 833-7309,Center,Five Star Center License,35.74006795,-78.61259081,https://ncchildcare.ncdhhs.gov/childcaresearch
27000130,FOUNDATIONS CHILD DEVELOPMENT CENTER,268 CARATOKE HWY MOYOCK NC 27958,"
(252) 435-0668",Center,Three Star Center License,36.55029251,-76.19273469,https://ncchildcare.ncdhhs.gov/childcaresearch
78000476,"Foundations Christian Academy, LLC",1314 NC HWY 20 W SAINT PAULS NC 28384,(910) 241-3100,Center,Temporary License,34.81772072,-78.99661385,https://ncchildcare.ncdhhs.gov/childcaresearch
34001283,FOUNDATIONS EARLY LEARNING CENTER,300 N POPLAR  ST  WINSTON-SALEM NC 27101,"
(336) 283-6961",Center,Five Star Center License,36.09679337,-80.24953605,https://ncchildcare.ncdhhs.gov/childcaresearch
34001306,FOUNDATIONS EARLY LEARNING CENTER #212,251 E 7TH  ST  WINSTON-SALEM NC 27101,"
(336) 223-3407",Center,Three Star Center License,36.10284362,-80.24169269,https://ncchildcare.ncdhhs.gov/childcaresearch
26002456,"FOUNDATIONS LEARNING CENTER, LLC",4027 S MAIN  ST  HOPE MILLS NC 28348,(910) 229-2412,Center,Four Star Center License,34.96450365,-78.94352343,https://ncchildcare.ncdhhs.gov/childcaresearch
41002445,FOUST ELEMENTARY PREK MURPHEY TRADITIONAL ACADEMY,2306 ONTARIO  ST  GREENSBORO NC 27403,"
(336) 370-8155",Center,Five Star Center License,36.04654958,-79.82872986,https://ncchildcare.ncdhhs.gov/childcaresearch
60001632,FRAN'S KIDS AFTER SCHOOL,1308 BEATTIES FORD RD CHARLOTTE NC 28216,(704) 372-7850,Center,Four Star Center License,35.25510318,-80.85578134,https://ncchildcare.ncdhhs.gov/childcaresearch
60002799,FRAN'S KIDS BOYS & GIRLS CLUB,2600 W TRADE  ST  CHARLOTTE NC 28208,(704) 714-4840,Center,Four Star Center License,35.25055349,-80.86623969,https://ncchildcare.ncdhhs.gov/childcaresearch
60000891,FRAN'S KIDS DAY CARE #3,1324 BEATTIES FORD  RD  CHARLOTTE NC 28216,(704) 376-2655,Center,Five Star Center License,35.25528002,-80.85575741,https://ncchildcare.ncdhhs.gov/childcaresearch
68000417,FRANK PORTER GRAHAM ELEMENTARY PRE-K,101 SMITH LEVEL  RD  CHAPEL HILL NC 27516,"
(919) 918-2153",Center,Five Star Center License,35.90018691,-79.0738851,https://ncchildcare.ncdhhs.gov/childcaresearch
6855079,FRANK PORTER GRAHAM SCHOOL-AGE CARE PROGRAM,101 SMITH LEVEL  RD  CHAPEL HILL NC 27516,"
(919) 967-8211",Center,Five Star Center License,35.90018691,-79.0738851,https://ncchildcare.ncdhhs.gov/childcaresearch
92003367,FRANKIE LEMMON SCHOOL AND DEVELOPMENT CENTER,3311 CARL SANDBURG CT RALEIGH NC 27610,(919) 821-7436,Center,Five Star Center License,35.78025221,-78.58172015,https://ncchildcare.ncdhhs.gov/childcaresearch
